domain,about_us_url,aliases,average_product_weight,brands_page_url,categories,city,cluster_domains,combined_followers,common_crawl_centrality,common_crawl_pagerank,company_ids,company_location,contact_page_url,country_code,created,currency,description,domain_count,domain_tld1,domain_url,emails,employee_count,estimated_monthly_pageviews,estimated_monthly_sales,estimated_monthly_visits,estimated_yearly_sales,facebook,facebook_group,facebook_group_url,facebook_url,faq_page_url,favicon_url,features,financing_page_url,has_cms,headless,instagram,instagram_url,installed_apps,installed_apps_count,installed_apps_names,ios_app_id,judgeme_avgrating,judgeme_reviews,language_code,last_plan,last_plan_changed,last_platform,last_platform_changed,last_theme,last_theme_changed,linkedin_account,linkedin_url,loox_avgrating,loox_reviews,maximum_product_price,maximum_product_weight,merchant_name,meta_description,meta_keywords,minimum_product_price,minimum_product_weight,monthly_app_spend,most_recent_product_image_url,most_recent_product_title,most_recent_product_url,notes,okendo_avgrating,okendo_reviews,open_graph_image_url,phones,pinterest,pinterest_followers,pinterest_followers_30d,pinterest_followers_90d,pinterest_posts,pinterest_url,plan,platform,platform_domain,platform_rank,platform_rank_percentile,platform_version,product_images,product_images_created_30,product_images_created_365,product_images_created_90,product_to_vendor,product_variants,products_created_30,products_created_365,products_created_90,products_sold,rank,rank_percentile,region,retailer_url,returns_page_url,rio_avgrating,rio_reviews,sales_channel_abound,sales_channel_amazon,sales_channel_chownow,sales_channel_doordash,sales_channel_ebay,sales_channel_etsy,sales_channel_grubhub,sales_channel_postmates,sales_channel_ubereats,sales_channels,shipping_carriers,ships_to_countries,stamped_avgrating,stamped_reviews,state,status,store_locator_url,street_address,subregion,tags,technologies,technologies_count,theme,theme_change_30,theme_change_90,theme_spend,theme_style,theme_vendor,tiktok,tiktok_followers,tiktok_followers_30d,tiktok_followers_90d,tiktok_url,title,tracking_page_url,trustpilot_avgrating,trustpilot_reviews,twitter,twitter_followers,twitter_followers_30d,twitter_followers_90d,twitter_posts,twitter_url,vendor_count,warranty_page_url,whatsapp,whatsapp_url,yotpo_avgrating,yotpo_reviews,youtube,youtube_channel_url,youtube_followers,youtube_followers_30d,youtube_followers_90d,youtube_url,zip,email_primary,has_linkedin,sales_num
thetourismsociety.com,https://thetourismsociety.com/about-us,www.thetourismsociety.com,,,/Travel,London,thetourismsociety.com,11456,8100725,16135992,,"South Bank, London, UK",https://thetourismsociety.com/contact-us,GB,3/27/2020,,"Where individuals from across Tourism come together for discussion, debate, to share views and knowledge, and to network. Join Us Today Thought Leading since 1977 The Tourism Society is where individuals from across tourism come together (online and offline) for discussion, debate, to share views and knowledge, and to network. It is the only professionalâ€¦",1,thetourismsociety.com,https://thetourismsociety.com,admin@tourismsociety.org:membership@tourismsociety.org,,154,"USD $1,980.86",41,"USD $23,770.32",the-tourism-society-130654753719004,,,https://www.facebook.com/The-Tourism-Society-130654753719004,,https://thetourismsociety.com/wp-content/uploads/fbrfg/apple-touch-icon.png,Contact Page:Has Blog:Career Page:Has CMS,,TRUE,FALSE,,,https://woocommerce.com/products/woocommerce-subscriptions/,1,WooCommerce Subscriptions,,,,en,,,,,,6/8/2021,the-tourism-society,https://www.linkedin.com/company/the-tourism-society,,,,,The Tourism Society,"Where individuals from across Tourism come together for discussion, debate, to share views and knowledge, and to network. Join Us Today Thought Leading since 1977 The Tourism Society is where individuals from across tourism come together (online and offline) for discussion, debate, to share views and knowledge, and to network. It is the only professionalâ€¦",,,,,,,,,,,https://thetourismsociety.com/wp-content/uploads/2020/12/workplace-1245776_1280.jpg,+44 20 3696 8330,,,,,,,,WooCommerce,,691197,15.59,9.8.5,0,0,0,0,0,0,0,0,0,38,2151914,15.12,Europe,,,,,,,,,,,,,,,,,,,England,Active,,,Northern Europe,,Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:Wordpress:Yoast,7,bb-theme,0,0,,Unknown,Unknown,,,,,,The Tourism Society,,,,tourismsociety,11456,,,5153,https://twitter.com/tourismsociety,,,,,,,,,,,,,,admin@tourismsociety.org,1,1980.86
www.typewhizz.co.uk,https://www.typewhizz.co.uk/about,,,,/Jobs & Education/Education,,www.typewhizz.co.uk,,25843833,56826502,,,https://www.typewhizz.co.uk/contact,GB,5/28/2021,USD,Work From Home As A Professional Transcriber Earn $20+ per hour working from home as a professional transcriber. Get Started [â€¦],1,typewhizz.co.uk,https://www.typewhizz.co.uk,admin@typewhizz.co.uk:marketing@typewhizz.co.uk:refunds@typewhizz.co.uk:support@typewhizz.co.uk,7,135085,"USD $216,409.77",36509,"USD $2,596,917.24",typewhizz,,,https://www.facebook.com/TypeWhizz,https://www.typewhizz.co.uk/how-to-set-up-a-paypal-account-in-south-africa-made-simple,https://www.typewhizz.co.uk/wp-content/uploads/2025/07/cropped-Copy-of-type-whizz-3-180x180.png,Career Page:Contact Page:FAQ Page:Has Blog:Has CMS,,TRUE,FALSE,typewhizz,https://www.instagram.com/typewhizz,https://woocommerce.com/products/woopayments/,1,WooPayments,,,,en,,,,,astra,8/24/2025,type-whizz,https://www.linkedin.com/company/type-whizz,,,,,TypeWhizz,Work From Home As A Professional Transcriber Earn $20+ per hour working from home as a professional transcriber. Get Started [â€¦],,,,,,,,,,,https://www.typewhizz.co.uk/wp-content/uploads/2025/07/type-gif.gif,,,,,,,,,WooCommerce,,62079,1.4,10.4.3,0,0,0,0,0,0,0,0,0,272,272345,1.91,Europe,,,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Google Ads Pixel:Google Adsense:Google Tag Manager:Klarna:Wordpress:Yoast,6,quiklearn,0,0,,Unknown,Unknown,,,,,,Home - TypeWhizz,,3.1,308,,,,,,,,,,,,,typewhizz3829,https://www.youtube.com/channel/UCqUHE92g31jkSsFNYLRo9hg,,,,https://www.youtube.com/@typewhizz3829,,admin@typewhizz.co.uk,1,216409.77
walthamtrc.co.uk,https://walthamtrc.co.uk/about,www.walthamtrc.co.uk,,,/Business & Industrial/Business Operations:/Jobs & Education,,walthamtrc.co.uk,,105080122,205567757,,"Suite 301, 302 Coventry Road Ilford Greater London GB",https://walthamtrc.co.uk/contact-us,GB,9/28/2018,GBP,"Explore accredited training courses at WalthamTRC for careers in Health & Social Care, Construction, Hospitality and more! CPD-certified and fully online.",1,walthamtrc.co.uk,https://walthamtrc.co.uk,admin@walthamtrc.co.uk:info@walthamtrc.co.uk,,,USD $500.00,,"USD $6,000.00",,,,,,"https://sp-ao.shortpixel.ai/client/to_webp,q_lossy,ret_img,w_180,h_180/https://walthamtrc.co.uk/wp-content/uploads/2024/09/cropped-favicon-180x180.png",Contact Page:Has Blog:Has CMS,,TRUE,FALSE,walthamtrc_,https://www.instagram.com/walthamtrc_,https://woocommerce.com/products/woopayments/,1,WooPayments,,,,en,,,,,astra,11/21/2024,waltham-training-and-recruitment-consultants-ltd,https://www.linkedin.com/company/waltham-training-and-recruitment-consultants-ltd,,,,,WalthamTRC,"Explore accredited training courses at WalthamTRC for careers in Health & Social Care, Construction, Hospitality and more! CPD-certified and fully online.",,,,,,,,,,,https://walthamtrc.co.uk/wp-content/uploads/2019/08/icon_target.png,+44 20 3150 1299,,,,,,,,WooCommerce,,2200418,49.61,9.3.3,0,0,0,0,0,0,0,0,0,58,6113014,42.96,Europe,,,,,,,,,,,,,,,Royal Mail,,,,,Active,,,Northern Europe,,Apple Pay:Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:MonsterInsights:Stripe:Wordpress:MailerLite,10,coursector,0,0,,Unknown,Unknown,@waltham_trc,,,,https://www.tiktok.com/@waltham_trc,WalthamTRC | Accredited Online Training Courses UK,,,,,,,,,,,,,,,,walthamtrc,https://www.youtube.com/channel/UCJ1fw9mxeudu9pOf6KPYcgw,,,,https://www.youtube.com/@WalthamTRC,,admin@walthamtrc.co.uk,1,500
wmconline.co.uk,https://wmconline.co.uk/about-us,,,,/Home & Garden/Home Improvement,,wmconline.co.uk,,228772727,66420155,,,https://wmconline.co.uk/contact,GB,4/14/2023,,"home Yorkshire family-run supplier of high-quality parts, tools & consumables for the window and door industry. Fast service, expert support",1,wmconline.co.uk,https://wmconline.co.uk,admin@wmconline.co.uk:sales@wmconline.co.uk:info@wmconline.co.uk,,220,"USD $2,829.81",59,"USD $33,957.72",,,,,https://wmconline.co.uk/how-to-reduce-downtime-with-the-right-window-machinery-components,https://wmconline.co.uk/wp-content/uploads/2024/07/cropped-wmc-photoroom-A0xwxyz1p3t4lP6K-180x180.png,Gift Messaging:Contact Page:FAQ Page:Wholesale/Retailers Page:Has Blog:Has CMS,,TRUE,FALSE,,,https://woocommerce.com/products/woopayments/,1,WooPayments,,,,en,,,Shopify,5/30/2025,,5/30/2025,window-machine-consumables-ltd,https://www.linkedin.com/company/window-machine-consumables-ltd,,,,,wmconline.co.uk,"home Yorkshire family-run supplier of high-quality parts, tools & consumables for the window and door industry. Fast service, expert support",,,,,,,,,,,https://wmconline.co.uk/wp-content/uploads/2025/03/wmc-photoroom-A0xwxyz1p3t4lP6K.webp,+44 1274 507370,,,,,,,,WooCommerce,,888350,20.03,10.4.3,0,0,0,0,0,0,0,0,0,237,2675794,18.8,Europe,https://wmconline.co.uk/where-to-buy-window-machine-spares-in-the-uk-a-complete-sourcing-guide,,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Complianz:Facebook Pixel:Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:Microsoft Clarity:Stripe:Tawk:Wordpress:Yoast,12,ecomus,0,0,,Unknown,Unknown,,,,,,Window & Door Consumables Supplier â€“ WMC Online,,,,,,,,,,,,,,,,,,,,,,,admin@wmconline.co.uk,1,2829.81
www.theafp.co.uk,https://www.theafp.co.uk/about-us,,,,,,www.theafp.co.uk,,4895415,4445170,,,https://www.theafp.co.uk/contact-us,GB,12/4/2020,,"We are the collective voice of national fleet operators that strive to improve market conditions for everyone involved in running a corporate fleet in the UK. â€º about-afp â€º about-afpThe Association of Fleet Professionals (AFP) is a not for profit body that supports, educates and trains the corporate fleet industry. Â· Formed in 2020, the AFPÂ ... â€º webinars â€º webinars â€º contact â€º contactThe Association of Fleet Professionals Limited Administration Centre P.O. Box 314 Chichester, PO20 9WZCall now 01625 ... administration@theafp.co.ukÂ ...",1,theafp.co.uk,https://www.theafp.co.uk,administration@theafp.co.uk,,2870,"USD $18,393.76",775,"USD $220,725.12",,,,,,https://www.theafp.co.uk/wp-content/uploads/2023/11/favicon.png,Wholesale/Retailers Page:Contact Page:Financing Page:Career Page:Has CMS,https://www.theafp.co.uk/accelerate-funding-finance,TRUE,FALSE,,,,0,,,,,en,,,,,salient,12/6/2023,associationfleetprofessionals,https://www.linkedin.com/company/associationfleetprofessionals,,,,,AFP,"We are the collective voice of national fleet operators that strive to improve market conditions for everyone involved in running a corporate fleet in the UK. â€º about-afp â€º about-afpThe Association of Fleet Professionals (AFP) is a not for profit body that supports, educates and trains the corporate fleet industry. Â· Formed in 2020, the AFPÂ ... â€º webinars â€º webinars â€º contact â€º contactThe Association of Fleet Professionals Limited Administration Centre P.O. Box 314 Chichester, PO20 9WZCall now 01625 ... administration@theafp.co.ukÂ ...",,,,,,,,,,,,+44 7598 686500,,,,,,,,WooCommerce,,176697,3.98,10.4.3,0,0,0,0,0,0,0,0,0,175,674107,4.74,Europe,https://www.theafp.co.uk/afp-dealer-standard,,,,,,,,,,,,,,Royal Mail,,,,,Active,,,Northern Europe,,Cloudflare:Cloudflare CDN:Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:Vimeo:Wordpress:YouTube Player:reCAPTCHA,11,theafp,0,0,,Unknown,Unknown,,,,,,Home - AFP,,,,,,,,,,,,,,,,,,,,,,,administration@theafp.co.uk,1,18393.76
www.conformalcoating.co.uk,https://www.conformalcoating.co.uk/five-key-facts-about-using-fluoropolymer-nano-coatings-for-protecting-printed-circuit-boards,,,,/Business & Industrial/Chemicals Industry,,www.conformalcoating.co.uk:conformalcoating.in:conformalcoating.eu,,6378691,9320113,11683186,,https://www.conformalcoating.co.uk/contact-us,GB,12/30/2016,,"SCH Services provides total Conformal Coating, Parylene & ProShieldESD Solutions â€” subcontract services, equipment, training & materials.",3,conformalcoating.co.uk,https://www.conformalcoating.co.uk,adminuk@schservices.com:sales@schservices.com,,154,"USD $1,980.86",41,"USD $23,770.32",,,,,https://www.conformalcoating.co.uk/proshield-esd-coating/faqs,https://www.conformalcoating.co.uk/wp-content/uploads/2023/12/sch-logo.png,Contact Page:Tracking or Returns:Returns Page:Tracking Page:FAQ Page:Has Blog:Has CMS,,TRUE,FALSE,,,https://woocommerce.com/products/worldpay/,1,Worldpay,,,,en,,,,,childuikittheme,11/21/2025,sch-services-ltd,https://www.linkedin.com/company/sch-services-ltd,,,,,www.conformalcoating.co.uk,"SCH Services provides total Conformal Coating, Parylene & ProShieldESD Solutions â€” subcontract services, equipment, training & materials.",,,,,,,,,,,https://www.conformalcoating.co.uk/wp-content/uploads/2025/09/conformal-coating-solutions-from-SCH-Technologies.jpeg,+44 1226 249019:+44 1226 770809:+44 114 470 1402:+44 7949 524130,,,,,,,,WooCommerce,,816902,18.42,10.4.3,0,0,0,0,0,0,0,0,0,200,2488332,17.49,Europe,,https://www.conformalcoating.co.uk/returns-refunds,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:MonsterInsights:Moove GDPR Cookie Compliance:Wordpress:WorldPay:Yoast:reCAPTCHA,11,uikit%20theme,0,2,,Unknown,Unknown,,,,,,"Conformal Coating, Parylene & ProShieldESD Solutions | SCH",https://www.conformalcoating.co.uk/delivery-information,,,,,,,,,,,,,,,,,,,,,,adminuk@schservices.com,1,1980.86
braystartutoring.co.uk,https://braystartutoring.co.uk/about,www.braystartutoring.co.uk,,,/Jobs & Education/Education,,braystartutoring.co.uk,,0,0,,,,GB,10/20/2023,,"Our specialised Oxford or Cambridge tutors, create an empowering learning environment. Tuition for all levels, such as: GCSE Tuition, A-Level Tuition, IB Tuition, 11+ Tuition, Interview Practice, and Personal Statement Editing.",1,braystartutoring.co.uk,https://braystartutoring.co.uk,admissions@braystartutoring.com,,,USD $50.00,,USD $600.00,,,,,,https://braystartutoring.co.uk/wp-content/uploads/2023/09/cropped-Blue_Black_Creative_Modern_Letter_A_Logo__3_-removebg-preview-180x180.png,Headless:Has CMS,,TRUE,TRUE,,,,0,,,,,en,,,,,,10/22/2023,braystartutoring,https://www.linkedin.com/company/braystartutoring,,,,,Online Tutoring,"Our specialised Oxford or Cambridge tutors, create an empowering learning environment. Tuition for all levels, such as: GCSE Tuition, A-Level Tuition, IB Tuition, 11+ Tuition, Interview Practice, and Personal Statement Editing.",,,,,,,,,,,https://braystartutoring.co.uk/wp-content/uploads/2023/09/cropped-Logo-1_1680118234.webp,,,,,,,,,WooCommerce,,3964099,89.38,,0,0,0,0,0,0,0,0,0,0,11161133,78.44,Europe,,,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:MonsterInsights:Paystack:Razorpay:Stripe:Typeform:Wordpress,11,oceanwp,0,0,,Unknown,Unknown,,,,,,Home - Online Tutoring,,,,braystartutors,,,,,https://twitter.com/BrayStarTutors,,,,,,,,,,,,,,admissions@braystartutoring.com,1,50
adsimulo.com,,,,,/Business & Industrial/Construction & Maintenance,Woking,adsimulo.com,,11179681,25297319,,"20 Oldfield Wood, Woking GU22 8AN, UK",,GB,1/17/2020,,"AdSimulo is a revolutionary lift traffic analysis and simulation application for architects, lift (elevator) engineers and consultants.",1,adsimulo.com,https://adsimulo.com,adsimuloadmin@adsimulo.com:support@adsimulo.com,,66,USD $848.94,17,"USD $10,187.28",adsimulo,,,https://www.facebook.com/adsimulo,https://adsimulo.com/support/frequently-asked-questions/,https://adsimulo.com/wp-content/uploads/2016/04/cropped-favicon-adsimulo-s.png,FAQ Page:Has CMS,,TRUE,FALSE,adsimulo,https://www.instagram.com/adsimulo,https://woocommerce.com/products/woocommerce-subscriptions/,1,WooCommerce Subscriptions,,,,en,,,,,tower,8/12/2022,adsimulo-ltd,https://www.linkedin.com/company/adsimulo-ltd,,,,,adsimulo.com,"AdSimulo is a revolutionary lift traffic analysis and simulation application for architects, lift (elevator) engineers and consultants.",,,,,,,,,,,,+44 7723 163868,,,,,,,,WooCommerce,,929366,20.96,10.1.1,0,0,0,0,0,0,0,0,0,14,2784465,19.57,Europe,,,,,,,,,,,,,,,,,,,England,Active,,20 Oldfield Wood,Northern Europe,,"Calendly:Cookie Notice & Compliance for GDPR,CCP:Facebook Pixel:Google Ads Pixel:Google Adsense:Google Tag Manager:Microsoft Clarity:Sucuri:Trustpilot:WP Rocket:Wordpress:YouTube Player:reCAPTCHA",13,hello-elementor,0,0,,Unknown,Unknown,,,,,,Lift Traffic Analysis & Simulation Application | Expert System,,4,15,adsimulo,,,,,https://twitter.com/adsimulo,,,,,,,adsimulo4870,https://www.youtube.com/channel/UCYtCGpK4MU7zo6nFUOqXciw,,,,https://www.youtube.com/@adsimulo4870,GU22 8AN,adsimuloadmin@adsimulo.com,1,848.94
www.cenitcollege.co.uk,https://www.cenitcollege.co.uk/about-us,,,,/Jobs & Education/Education/Training & Certification,,www.cenitcollege.ie:www.cenitcollege.co.uk,194,59125922,63463438,15635921,"Kildare, Ireland",https://www.cenitcollege.co.uk/contact-us,GB,5/31/2024,,Welcome to Cenit College,2,cenitcollege.co.uk,https://www.cenitcollege.co.uk,ask@cenitcollege.ie:enquiries@cenitcollege.ie,,22,USD $500.00,5,"USD $6,000.00",cenitcollege,,,https://facebook.com/cenitcollege,https://www.cenitcollege.co.uk/how-to-find-a-career-that-matches-your-skill-set-navigating-the-uk-job-market,https://www.cenitcollege.co.uk/wp-content/uploads/2021/09/favicon-300x300.png,Contact Page:Cryptocurrency Messaging:Signature Required:FAQ Page:Has Blog:Has CMS,,TRUE,FALSE,cenit.college,https://www.instagram.com/cenit.college,https://woocommerce.com/products/woopayments/,1,WooPayments,,,,en,,,,,,5/29/2024,5375395,https://www.linkedin.com/school/5375395,,,,,Cenit College,Welcome to Cenit College,,,,,,,,,,,https://www.cenitcollege.co.uk/wp-content/uploads/2021/11/Cenit-College-Slider-scaled.jpg,+44 330 828 0953,,,,,,,,WooCommerce,,1403612,31.65,,0,0,0,0,0,0,0,0,0,55,4047087,28.44,Europe,,,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Cookie Law Info:Facebook Pixel:Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:LinkedIn Insight Tag:Vimeo:Wordfence:Wordpress:Yoast:reCAPTCHA,13,kingster,0,0,,Unknown,Unknown,,,,,,Home - Cenit College,,,,cenitcollege,194,,,144,https://x.com/CenitCollege,,,,,,,,,,,,,,ask@cenitcollege.ie,1,500
furbd.org.uk,https://furbd.org.uk/about-us,,,,/People & Society/Social Issues & Advocacy/Charity & Philanthropy,,furbd.org.uk,,73841719,6898038,,,https://furbd.org.uk/contact-us,GB,5/30/2025,GBP,,1,furbd.org.uk,https://furbd.org.uk,ask@furbd.org.uk,,728,"USD $5,836.48",196,"USD $70,037.76",furbdit,,,https://www.facebook.com/furbdit,https://furbd.org.uk/get-involved/faqs,https://furbd.org.uk/wp-content/uploads/2024/06/furbd-icon.png,Contact Page:Signature Required:FAQ Page:Wholesale/Retailers Page:Has CMS,,TRUE,FALSE,,,https://woocommerce.com/products/woopayments/,1,WooPayments,,,,en,,,,,,5/27/2025,furbd,https://www.linkedin.com/company/furbd,,,,,Furbd,,,,,,,,,,,,,+44 7913 635508:+44 1642 232220,,,,,,,,WooCommerce,,472888,10.66,9.1.5,0,0,0,0,0,0,0,0,0,18,1559103,10.96,Europe,https://furbd.org.uk/donate/distributors,,,,,,,,,,,,,,Royal Mail,,,,,Active,,,Northern Europe,,PayPal Checkout:PayPal FastLane:Wordpress,3,furbdit,0,0,,Unknown,Unknown,,,,,,Furbd,,,,,,,,,,,,,,,,,,,,,,,ask@furbd.org.uk,1,5836.48
gadgetora.co.uk,https://gadgetora.co.uk/about,,,,/Consumer Electronics:/Consumer Electronics/Mobile & Wireless/Mobile Phones,,gadgetora.co:gadgetora.co.uk,,0,0,15969853,,https://gadgetora.co.uk/contact,GB,12/5/2025,GBP,,2,gadgetora.co.uk,https://gadgetora.co.uk,b2b@gadgetora.co.uk:info@gadgetora.co.uk,,,USD $50.00,,USD $600.00,,,,,https://gadgetora.co.uk/2025/10/06/how-to-know-if-an-accessory-fits-your-device,https://gadgetora.co.uk/wp-content/uploads/2025/10/cropped-Playbeam-4-180x180.png,FAQ Page:Contact Page:Tracking or Returns:Returns Page:Tracking Page:International Shipping:Warranty Page:Has CMS,,TRUE,FALSE,gadgetora.co.uk,https://www.instagram.com/gadgetora.co.uk,https://woocommerce.com/products/multi-currency/,1,TIV Multi-Currency,,,,en,,,,,,12/1/2025,gadgetora-uk,https://www.linkedin.com/company/gadgetora-uk,,,,,GadgetOra,,,,,,,,,,,,,+44 7418 635497,,,,,,,,WooCommerce,,4103342,92.52,10.2.3,0,0,0,0,0,0,0,0,0,0,11513847,80.92,Europe,,https://gadgetora.co.uk/return-policy,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Wordpress,1,flatsome,0,1,,Unknown,Unknown,,,,,,GadgetOra,https://gadgetora.co.uk/shipping-policy,,,,,,,,,,https://gadgetora.co.uk/warranty-policy,,,,,,,,,,,,b2b@gadgetora.co.uk,1,50
www.bathcomms.com,,,,,/Business & Industrial/Business Services/E-Commerce Services,Bath,www.bathcomms.com,,67307824,15464069,,"Bath, UK",,GB,1/27/2017,,We pair the appropriate technology with custom communications strategies to make your business work exceedingly well online.,1,bathcomms.com,https://www.bathcomms.com,Bathcomms@bathcomms.com,2,110,"USD $1,414.90",29,"USD $16,978.80",bathcomms,,,https://www.facebook.com/bathcomms,,https://www.bathcomms.com/wp-content/uploads/2020/05/cropped-site-icon-180x180.jpg,Has CMS,,TRUE,FALSE,,,https://woocommerce.com/products/mailchimp-for-woocommerce/,1,Mailchimp,,,,en,,,,,,1/13/2026,bathcomms,https://www.linkedin.com/company/bathcomms,,,,,Bathcomms,We pair the appropriate technology with custom communications strategies to make your business work exceedingly well online.,,,,,,,,,,,https://www.bathcomms.com/wp-content/uploads/2019/02/bathcomms_facebook.jpg,,,,,,,,,WooCommerce,,828161,18.67,10.4.3,0,0,0,0,0,0,0,0,0,11,2518102,17.7,Europe,,,,,,,,,,,,,,,,,,,England,Active,,,Northern Europe,,Cloudflare:Cloudflare CDN:Google Ads Pixel:Google Adsense:Google Tag Manager:Mailchimp:Wordpress:Yoast,8,uncode,1,1,,Unknown,Unknown,,,,,,"Bathcomms - eCommerce Digital Agency Bath, UK",,,,bathcomms,,,,,https://x.com/bathcomms,,,,,,,,,,,,,,bathcomms@bathcomms.com,1,1414.9
www.britishanimationawards.com,https://www.britishanimationawards.com/about-us,www.britishanimationawards.co.uk,,,/Arts & Entertainment/Movies:/Sports/Trophies and Awards:/Arts & Entertainment/Comics & Animation,London,www.britishanimationawards.com,3461,343724,4373972,,"London, UK",https://www.britishanimationawards.com/contact,GB,5/17/2019,,"** THE WINNERS 2024 ** The BAAs 2024 winners were announced at a fun-filled ceremony on the evening of March 7th, at the BFI South Bank. All the winners can be found here. Congratulations to all nominees and winners. Weâ€™d like to thank again all the sponsors for supporting the BAAs 2024.Â  Please see our sponsors page here.Â  TICKETS are now sold out for the Awards Night, for queries please email us on bookings@britishanimationawards.com",1,britishanimationawards.com,https://www.britishanimationawards.com,bookings@britishanimationawards.com:office@britishanimationawards.com:marketing@britishanimationawards.com,,1037,"USD $8,312.56",280,"USD $99,750.72",britishanimationawards,,,https://www.facebook.com/britishanimationawards,https://www.britishanimationawards.com/faqs,https://www.britishanimationawards.com/wp-content/uploads/2020/08/cropped-baa-icon-180x180.png,Contact Page:FAQ Page:Has CMS,,TRUE,FALSE,britishanimationawards,https://www.instagram.com/britishanimationawards,,0,,,,,en,,,,,,5/28/2020,british-animation-awards-limited,https://www.linkedin.com/company/british-animation-awards-limited,,,,,www.britishanimationawards.com,"** THE WINNERS 2024 ** The BAAs 2024 winners were announced at a fun-filled ceremony on the evening of March 7th, at the BFI South Bank. All the winners can be found here. Congratulations to all nominees and winners. Weâ€™d like to thank again all the sponsors for supporting the BAAs 2024.Â  Please see our sponsors page here.Â  TICKETS are now sold out for the Awards Night, for queries please email us on bookings@britishanimationawards.com",,,,,,,,,,,,,,,,,,,,WooCommerce,,299983,6.76,10.4.2,0,0,0,0,0,0,0,0,0,384,1059983,7.45,Europe,,,,,,,,,,,,,,,,,,,England,Active,,,Northern Europe,,Google Ads Pixel:Google Adsense:Google Analytics:Google Analytics 4:Google Tag Manager:Wordpress:Yoast:reCAPTCHA,8,baaland,0,0,,Unknown,Unknown,,,,,,The British Animation Awards (BAA),,,,baawards,3461,,,825,https://twitter.com/baawards,,,,,,,,,,,,,,bookings@britishanimationawards.com,1,8312.56
carecraftacademy.co.uk,https://carecraftacademy.co.uk/about-us,,,,/Jobs & Education/Education,,carecraftacademy.co.uk,,0,0,,,https://carecraftacademy.co.uk/contact-us,GB,10/24/2025,,,1,carecraftacademy.co.uk,https://carecraftacademy.co.uk,bookings@carecraftacademy.co.uk,,,USD $50.00,,USD $600.00,,,,,https://carecraftacademy.co.uk/faqs,https://carecraftacademy.co.uk/wp-content/uploads/2025/05/cropped-care-craft-180x180.jpg,Contact Page:FAQ Page:Has Blog:Has CMS,,TRUE,FALSE,carecraftacademy,https://www.instagram.com/carecraftacademy,,0,,,,,en,,,,,,10/24/2025,carecraft-academy,https://www.linkedin.com/company/carecraft-academy,,,,,carecraftacademy.co.uk,,,,,,,,,,,,,+44 121 517 1233,carecraftacademy,,,,,https://www.pinterest.com/carecraftacademy,,WooCommerce,,4306070,97.09,10.4.3,0,0,0,0,0,0,0,0,0,0,12006170,84.38,Europe,,,,,,,,,,,,,,,,,,,,Active,,,Northern Europe,,Facebook Pixel:Google Ads Pixel:Google Adsense:Google Tag Manager:Wordpress,5,astra,0,0,,Unknown,Unknown,,,,,,carecraftacademy.co.uk,,,,carecraftacad,,,,,https://x.com/CareCraftAcad,,,,,,,carecraft-academy,https://www.youtube.com/channel/UCx885pAoGlhREn4m9cpI9zw,,,,https://www.youtube.com/@CareCraft-Academy,,bookings@carecraftacademy.co.uk,1,50
